Codigo_Familia	Familia	Grau	Categoria	Modalidade	Genero
8694	Cotoveleiras Treino	4	AcessoriosDiversos	Treino	
8695	Calções Neoprene Treino	4	AcessoriosDiversos	Treino	
8698	Dentes protecção Treino	4	AcessoriosDiversos	Treino	
8699	Coquilhas Treino	4	AcessoriosDiversos	Treino	
8711	Toucas Silicone Adulto/Homem Piscina	4	AcessoriosDiversos		
8712	Toucas Silicone Junior Piscina	4	AcessoriosDiversos		
8713	Toucas Silicone Senhora Piscina	4	AcessoriosDiversos		
8714	Toucas Favos Adulto/Senhora Piscina	4	AcessoriosDiversos		
8715	Toucas Licra Adulto/Homem Piscina	4	AcessoriosDiversos		
8716	Toucas Licra Junior Piscina	4	AcessoriosDiversos		
8717	Toucas Poliuretano Piscina	4	AcessoriosDiversos		
8718	Toucas Poliester Piscina	4	AcessoriosDiversos		
8719	Toucas Latex Piscina	4	AcessoriosDiversos		
8721	Oculos Piscina Adulto/Homem	4	AcessoriosDiversos		
8722	Oculos Piscina Junior	4	AcessoriosDiversos		
8731	Braçadeiras Junior Piscina	4	AcessoriosDiversos		
8732	Boias Piscina	4	AcessoriosDiversos		
8733	Coletes Piscina	4	AcessoriosDiversos		
8791	Tampões Piscina	4	AcessoriosDiversos		
8792	Pinças Nariz Piscina	4	AcessoriosDiversos		
8793	Meias Piscina Latex Piscina	4	AcessoriosDiversos		
8794	Spray Anti-Embaciante Lentes Oculos Piscina	4	AcessoriosDiversos		
8795	Conjuntos Pool Pack Piscina	4	AcessoriosDiversos		
8796	Toalhas de Natação Piscina	4	AcessoriosDiversos	Natação	
8797	Fitas Elasticas p/ Oculos Natação Piscina	4	AcessoriosDiversos	Natação	
8798	Roupões de Natação	4	AcessoriosDiversos	Natação	
8799	Fitas de Proteção Ouvidos Neoprene	4	AcessoriosDiversos		
8811	Raquetes Ping-Pong 1*	4	AcessoriosDiversos	Ping-pong	
8812	Raquetes Ping-Pong 2*	4	AcessoriosDiversos	Ping-pong	
8813	Raquetes Ping-Pong 3*	4	AcessoriosDiversos	Ping-pong	
8814	Raquetes Ping-Pong 4*	4	AcessoriosDiversos	Ping-pong	
8815	Raquetes Ping-Pong 5*	4	AcessoriosDiversos	Ping-pong	
8818	Rede Ping-Pong	4	AcessoriosDiversos	Ping-pong	
8819	Capas Raquetes Ping-Pong	4	AcessoriosDiversos	Ping-pong	
8821	Raquetes Ténis Homem	4	AcessoriosDiversos	Ténis	
8822	Raquetes Ténis Senhora	4	AcessoriosDiversos	Ténis	
8823	Raquetes Ténis Junior	4	AcessoriosDiversos	Ténis	
8829	Grips Raquetes Ténis	4	AcessoriosDiversos	Ténis	
8831	Raquetes Badminton	4	AcessoriosDiversos	Badminton	
8839	Volantes Badminton	4	AcessoriosDiversos	Badminton	
8841	Raquetes Squash	4	AcessoriosDiversos	Squash	
8849	Bolas Squash	4	AcessoriosDiversos	Squash	
8851	Raquetes Padel	4	AcessoriosDiversos	Ténis	
8859	Bolas Padel	4	AcessoriosDiversos	Ténis	
8911	Pitons Futebol	4	AcessoriosDiversos	Futebol	
8912	Chaves Pitons Futebol	4	AcessoriosDiversos	Futebol	
8913	Sock Stoppers Futebol	4	AcessoriosDiversos	Futebol	
8914	Formas Calçado Futebol	4	AcessoriosDiversos	Futebol	
8915	Coletes de Treino e Reflectores	4	AcessoriosDiversos	Treino	
8918	Camisolas, Calções e Calças de G-Redes Futebol	4	AcessoriosDiversos	Futebol	
8919	Quadro Treinador	4	AcessoriosDiversos		
8921	Cordas Ginástica	4	AcessoriosDiversos	Ginástica	
8922	Atacadores	4	AcessoriosDiversos		
8923	Colchões Ginástica/Yoga/Pilates	4	AcessoriosDiversos	Ginástica	
8924	Steps Ginástica	4	AcessoriosDiversos	Ginástica	
8925	Body Ginástica (algodão-licra)	4	AcessoriosDiversos	Ginástica	
8929	Alteres / Pesos Gym	4	AcessoriosDiversos		
8931	Redes para Cesto Basquetebol	4	AcessoriosDiversos	Basquetebol	
8932	Tabelas de Basket	4	AcessoriosDiversos		
8941	Camisolas Interiores Treino Térmicas	4	AcessoriosDiversos	Treino	
8942	Calça Interior Treino Térmicas	4	AcessoriosDiversos	Treino	
8943	Lenço/Cachecol Treino Térmico	4	AcessoriosDiversos	Treino	
8944	Manguitos / Perneiras	4	AcessoriosDiversos		
8945	Calção Interior Treino Térmico	4	AcessoriosDiversos	Treino	
8951	Patins em Linha	4	AcessoriosDiversos		
8952	Skates	4	AcessoriosDiversos	Skate	
8953	Trotinetes	4	AcessoriosDiversos		
8959	Protecções Patins/Bike/Skate	4	AcessoriosDiversos	Ciclismo	
8981	Alvos de Dardos	4	AcessoriosDiversos		
8982	Dardos c/ Ponta Metálica	4	AcessoriosDiversos		
8983	Dardos c/ Ponta Plástica	4	AcessoriosDiversos		
8984	Pontas Plásticas para dardos	4	AcessoriosDiversos		
8985	Voadores para dardos	4	AcessoriosDiversos		
8991	Apitos	4	AcessoriosDiversos		
8992	Palmilhas	4	AcessoriosDiversos		
8993	Bombas de Ar	4	AcessoriosDiversos		
8994	Sacos Rede Bolas	4	AcessoriosDiversos		
8995	Cronometros	4	AcessoriosDiversos		
8996	Pipos p/ encher bolas	4	AcessoriosDiversos		
8997	Marcadores Pontuação Jogo	4	AcessoriosDiversos		
8998	Reflectores/Luzes	4	AcessoriosDiversos		
8999	Acessórios Diversos	4	AcessoriosDiversos		
